company_id,company_name,sector,annual_revenue,ebitda,total_debt,total_equity,current_assets,current_liabilities,interest_expense,cash_flow,employee_count,credit_score,fraud_flag,hidden_liability,bankruptcy_risk
CMP0352,Bridges PLC,Energy,98159651,25737884.45,81997536.77,54823706.15,44978839.1,31208010.91,7114389.21,20156033.7,5955,765,0,1,Low
CMP0353,Schneider PLC,Retail,98833611,24138130.56,69100504.89,48941202.34,42217441.12,12147965.63,6142731.63,22738334.28,4759,728,0,0,Low
CMP0354,"Wright, Hurst and Burgess",Energy,59354187,17594980.74,33863900.46,7820336.04,27354670.32,11645404.95,3601569.76,2674438.69,4202,404,0,1,High
CMP0355,Smith LLC,Retail,85354073,23033349.59,33138751.89,15258769.21,28504164.19,20811297.3,3137429.25,-550647.17,7752,622,0,1,Medium
CMP0356,Miller-Green,Manufacturing,62525481,16780113.94,37164054.39,41247743.48,13651926.98,6552169.3,2089450.52,3120013.77,4137,776,1,1,Low
CMP0357,Brewer and Sons,Energy,65724264,15322451.19,39002199.42,28330423.29,9678878.0,9929044.75,1090465.7,-2294882.83,450,816,1,0,Low
CMP0358,"Lane, King and Hebert",Manufacturing,9983052,1762155.19,4832906.5,1783975.63,4292550.9,737457.96,538320.3,165330.91,5521,581,0,0,Medium
CMP0359,Webb-Scott,Technology,47198428,10400304.45,51994583.15,19432114.17,8594289.55,6533895.03,4917242.87,2329249.54,716,630,1,1,Medium
CMP0360,Garcia Group,Finance,12210477,2017444.66,13652738.31,3360223.57,2956582.9,1791951.33,1172885.67,1388376.34,6745,317,0,0,High
CMP0361,Shaw-Velez,Healthcare,1250930,316241.34,1381596.55,303022.32,167101.95,384210.98,156597.52,203721.46,4357,357,0,1,High
CMP0362,"Torres, Mcguire and Collier",Manufacturing,13235729,1815861.72,6163551.0,4543304.3,4240594.58,1774456.99,220319.0,-416897.6,3582,830,1,0,Low
CMP0363,Murphy-Wise,Retail,77808365,17111725.86,73718000.19,61095103.83,37428027.1,30291471.19,6119260.41,19107608.23,451,799,0,1,Low
CMP0364,Ballard-Fox,Healthcare,59342725,14750231.07,10896748.58,28924432.77,13961031.81,18556634.43,588190.06,2219810.93,3460,714,0,0,Low
CMP0365,"Rivera, Walker and Robinson",Finance,56836022,10673402.5,67875755.49,4823234.57,13286255.62,19647135.71,5083000.5,1385150.83,7621,413,0,1,High
CMP0366,"Hansen, Dominguez and Zuniga",Finance,69919580,4666164.79,48011075.95,7950146.23,15844588.73,9237065.68,1849678.92,16870977.84,8706,481,1,0,High
CMP0367,"Chapman, Davis and Young",Technology,86550574,19284641.59,67689192.72,47641507.51,41042512.71,7451045.75,1421620.92,2214066.28,9066,772,1,0,Low
CMP0368,Espinoza PLC,Manufacturing,70760210,9379327.76,45496434.37,27498802.44,15840824.13,7191741.61,5161535.76,2955717.42,1136,651,1,1,Medium
CMP0369,Cain-Walker,Technology,72824723,23272474.89,78409701.73,39628279.35,30931363.8,11862580.56,6384441.03,-2675923.25,4841,665,0,0,Medium
CMP0370,"Franco, Fuller and Mcdonald",Retail,65228254,19748642.49,29105094.99,8021076.26,20781957.41,22552085.62,3003970.79,10812349.49,5170,427,1,1,High
CMP0371,Johnson-Burnett,Retail,83457360,21723350.4,86612515.85,28529575.08,38958216.75,29911313.66,8229695.97,3749773.39,5757,317,1,1,High
CMP0372,Hammond-Dean,Technology,78320414,9022342.83,87948319.57,52556661.22,32710942.1,21725372.36,2973685.15,14219107.21,7739,613,0,0,Medium
CMP0373,"Gentry, Shaw and Webb",Energy,11179856,2669500.77,13106479.97,1121994.31,5505676.46,1118662.46,572363.66,-227466.53,766,358,0,0,High
CMP0374,"Hardin, Mccormick and Gonzalez",Energy,77735028,8435023.48,49515132.69,43678284.53,9621597.13,5575974.4,4214356.88,11659219.18,8747,787,1,0,Low
CMP0375,Wood Ltd,Manufacturing,55812587,16031489.17,64932443.02,26334091.54,16535671.12,12352313.35,4615206.18,3635757.83,9916,643,1,0,Medium
CMP0376,Byrd-Nguyen,Manufacturing,53379071,5527513.1,31676869.75,40422447.87,24414864.19,3409049.99,1557902.13,8687342.22,3698,819,1,0,Low
CMP0377,Dawson Ltd,Healthcare,4062439,339893.31,1746177.78,1709320.88,1944213.17,1169169.32,102232.92,447909.13,1465,748,0,0,Low
CMP0378,"Green, Smith and Baker",Retail,40959927,5339269.24,5799825.07,12472849.12,10792233.63,12722287.52,594286.12,9185264.74,6382,728,0,1,Low
CMP0379,"Watkins, Wagner and Shaw",Energy,87223745,22423521.86,33949064.16,25382258.55,37558039.29,5051680.85,3808686.25,-4274188.44,8143,730,1,1,Low
CMP0380,Carter Ltd,Energy,40520191,8428387.25,22254003.62,5971355.19,12067769.11,10592789.9,809153.44,7534523.88,5555,447,0,1,High
CMP0381,"Lowe, Lopez and Simon",Retail,20500373,5633843.22,23683323.14,8648512.86,2189446.4,5226696.61,2724819.59,358808.34,8437,691,1,1,Medium
CMP0382,"Jackson, Hebert and Campbell",Technology,73944178,5103635.6,77201522.05,14555645.08,15326913.8,11619721.99,7880391.34,-625148.39,8122,372,1,1,High
CMP0383,"Rios, Edwards and Ballard",Manufacturing,4894924,825712.0,4780062.31,1724249.67,507156.05,1591452.66,102586.03,931632.9,5340,569,1,0,Medium
CMP0384,Underwood-Shaw,Manufacturing,59582815,3393574.51,9176721.87,22565643.24,17169637.45,6537206.31,594245.29,13522884.23,2658,814,1,0,Low
CMP0385,Romero-Jackson,Finance,19217123,1525353.48,2536346.54,9632308.75,4016779.85,3360993.2,233547.07,793115.79,5232,747,0,1,Low
CMP0386,"Barker, Santos and Collins",Manufacturing,76132370,9033558.71,10051457.38,34782593.22,36236129.2,28586828.2,976661.38,8712906.98,5510,754,0,0,Low
CMP0387,Rivera Inc,Finance,23001354,1476189.29,25683109.03,7976529.99,11131646.94,8388931.46,1928381.59,4664360.13,5644,395,0,1,High
CMP0388,Scott Ltd,Energy,73355102,4964273.46,23388475.2,44951305.74,7963400.48,15703394.74,2056181.72,8504106.45,532,766,1,1,Low
CMP0389,Barton-Davis,Finance,48041347,7044870.47,57617675.75,16037272.52,8622787.5,9146538.56,2803910.64,4666430.43,4283,431,0,1,High
CMP0390,Ford-Hansen,Manufacturing,62417727,10939926.13,69025367.43,32617929.61,14016447.31,7999861.52,4878225.29,-2806741.95,8967,553,0,0,Medium
CMP0391,"Middleton, Harrington and Lane",Manufacturing,17523683,4795090.48,9025219.84,6946269.23,4465416.6,3712893.68,442258.7,3636074.36,435,781,0,0,Low
CMP0392,"Bell, Deleon and West",Energy,98651006,23592217.46,16553712.25,24849325.58,11779208.86,31427489.24,1856323.41,-3648923.83,7680,738,0,1,Low
CMP0393,Marshall-Hayes,Finance,70334786,19148849.68,54625714.33,39328706.59,32242803.81,20615242.59,4927451.76,-2838043.63,3054,805,0,0,Low
CMP0394,Townsend-Flynn,Healthcare,15741858,4843987.16,2491866.13,5707345.41,3349404.92,1619136.53,122170.82,3757530.45,2412,721,0,1,Low
CMP0395,Smith-Payne,Retail,18154834,1904198.02,7824728.84,8186293.76,7178962.43,5636444.25,438549.08,960260.09,1033,847,0,0,Low
CMP0396,Mccarthy PLC,Manufacturing,28342262,6009130.23,5152291.93,17687470.46,14157457.7,5622294.81,128584.77,5598766.0,4377,713,0,0,Low
CMP0397,"Patterson, Torres and Jackson",Manufacturing,69250398,17223604.69,75632792.17,29203496.72,16111511.38,14427624.86,3668758.99,6479744.84,1537,551,0,0,Medium
CMP0398,"Fernandez, Reese and Miller",Healthcare,55730972,10623244.4,59230536.88,21382485.13,17695279.77,7347437.21,2021876.83,-1922013.76,6584,614,1,0,Medium
CMP0399,"Howell, Lee and Cohen",Healthcare,73478770,5333007.79,87396026.3,52415840.6,32784849.06,21460673.26,9467643.99,16871535.32,6174,618,1,1,Medium
CMP0400,Simpson-Jackson,Manufacturing,4604313,646314.76,4250193.54,3154854.92,1516099.56,408751.64,168109.81,859865.6,1449,786,0,1,Low
CMP0401,"Walker, Carroll and Barnett",Finance,25083431,4905449.49,14577373.22,14115420.31,11281778.23,9478706.6,366195.93,-1107134.27,6485,704,0,1,Low
CMP0402,Robinson-Wade,Technology,34867948,3171811.71,40207852.89,11872594.19,5144637.16,10765230.01,2118927.7,3364084.53,6741,385,0,1,High
CMP0403,Yoder Inc,Finance,89208081,25511766.6,43335203.04,5743499.42,34331425.25,14500644.22,3452613.98,12019570.42,3150,408,1,1,High
CMP0404,Casey-Jimenez,Finance,72833089,25021173.58,60664142.01,23884990.67,8609209.84,22285275.44,3043249.21,10678655.61,886,623,0,1,Medium
CMP0405,Morales-Pace,Technology,35417365,9865171.35,30662410.86,19123319.76,10110749.21,11671701.58,1895159.02,4753599.8,5230,663,1,1,Medium
CMP0406,Mcpherson-Bond,Energy,75285271,5354740.98,77130050.21,28156256.97,26988426.39,15863306.07,8942310.53,12115414.47,4935,631,0,0,Medium
CMP0407,"Flores, Carson and Weaver",Manufacturing,71215979,17448484.6,71943024.86,8221407.6,8222506.89,20364516.59,3795455.64,-3203691.25,6791,488,1,0,High
CMP0408,Knight and Sons,Finance,61695876,13715446.85,32099028.76,33913540.01,20942248.47,21311150.61,3526058.79,3668625.64,5319,785,1,0,Low
CMP0409,Lewis-Vasquez,Healthcare,83850918,18441466.23,38534976.48,50679755.49,29119194.51,21630322.23,2562066.49,-2589741.42,3667,779,0,0,Low
CMP0410,"Blackburn, Duncan and Buck",Retail,9996861,749292.72,6899870.46,967899.51,2545088.81,520179.46,462981.65,1792494.43,3225,451,1,1,High
CMP0411,"Rios, Smith and Castro",Manufacturing,85780354,9263679.64,38081761.24,54871772.13,32362726.68,7753871.78,946529.5,-278423.29,2719,713,0,0,Low
CMP0412,Barr-Alexander,Energy,9904330,1652102.66,5505185.74,7350364.93,1430905.28,2516625.56,137782.36,616393.99,9708,821,0,0,Low
CMP0413,Johnson-Blanchard,Healthcare,39932514,6355639.86,6633057.57,19660080.95,11100958.14,2074166.03,481091.18,-359503.8,6278,753,0,1,Low
CMP0414,"Duncan, Stewart and Townsend",Retail,88589190,23449256.95,12059697.64,60684968.81,26783000.51,5158458.11,692965.51,21048650.17,6255,705,0,1,Low
CMP0415,"Henry, Gutierrez and Rosales",Manufacturing,56042215,8514670.52,53384615.31,18593159.91,22009957.98,9726570.37,4531096.35,12202887.12,7409,592,1,0,Medium
CMP0416,Oconnor-Perez,Energy,60686974,14629838.56,60219918.82,36874951.66,21741204.69,7053299.45,6077978.39,10117757.62,3970,647,0,0,Medium
CMP0417,Patterson-Ford,Healthcare,59292718,9056794.89,11310517.91,14113496.61,9483225.72,14814301.61,778643.07,6222599.15,6088,740,0,0,Low
CMP0418,Scott Inc,Healthcare,51901430,8685359.02,6624335.92,20791003.87,8546854.35,6081516.87,544583.8,8369208.1,8923,841,1,0,Low
CMP0419,Morgan and Sons,Energy,94753904,15726314.11,21738639.86,64361608.81,37478453.05,25062404.04,1646100.27,15605036.25,8974,723,1,0,Low
CMP0420,Collins and Sons,Retail,84294135,16400513.06,21267057.1,12023173.15,8847323.85,10650541.2,530393.39,-3036703.45,3569,592,1,0,Medium
CMP0421,Hodge Ltd,Retail,10222838,2151134.96,11638307.61,7856459.89,4413033.57,2697306.41,808265.19,2533009.5,4313,814,0,1,Low
CMP0422,Gonzalez-Gonzalez,Energy,60695212,18182723.04,35181800.14,19669678.0,18056324.83,8404026.27,3159761.64,-1057056.82,4244,566,1,1,Medium
CMP0423,"Howe, Cordova and Russell",Healthcare,26086232,4055874.69,12446899.64,1483437.8,10195470.21,3245715.91,1098475.32,847113.67,7055,438,0,1,High
CMP0424,Chapman-Obrien,Healthcare,74574063,5754186.21,24053347.96,10603616.71,14877733.36,29295151.09,602954.22,5945652.07,4474,574,0,1,Medium
CMP0425,Coleman-Townsend,Healthcare,59304128,17852772.58,8602888.1,27754300.77,23131521.45,17477223.62,768250.78,-1379177.01,3947,836,0,0,Low
CMP0426,"Hughes, Ward and Miller",Retail,97699557,26231684.61,53218651.7,41501583.86,19509025.11,26653751.44,5723608.29,17729812.68,4805,755,0,1,Low
CMP0427,Orr-Moore,Technology,76803753,14960979.34,54870811.87,13380547.52,25352551.53,27426035.0,2853562.39,6694634.15,474,449,1,0,High
CMP0428,Wilson Group,Technology,33151007,5823886.58,39479646.04,15031134.81,12868873.86,7729505.02,1438363.76,1095650.76,8433,632,1,0,Medium
CMP0429,Nixon PLC,Finance,98368846,24949928.34,59150250.57,28561921.93,29190574.79,5309262.3,4650617.75,-3345712.33,164,688,1,1,Medium
CMP0430,James and Sons,Finance,30010471,10495972.1,4745194.07,3122068.55,13933521.01,2442002.06,171317.45,4887604.53,4202,655,1,0,Medium
CMP0431,"Bates, Freeman and Johnson",Energy,80283543,26442062.17,10989766.0,13112534.73,31020338.09,17533949.58,1238883.49,14238637.42,9979,747,0,0,Low
CMP0432,Walsh-Martin,Technology,21554956,4511587.76,13769244.73,9066379.57,2499492.38,2764115.39,1054859.54,3730149.66,1307,613,1,0,Medium
CMP0433,Jenkins-Ingram,Finance,80130336,16099800.84,50363972.01,13405670.74,33574070.66,11676981.03,3325534.84,12354598.46,3166,517,1,1,High
CMP0434,Rivera-Williams,Finance,77311715,5282499.02,88042319.16,36522618.44,17598575.98,9804834.93,3405000.5,2733593.47,7733,585,1,0,Medium
CMP0435,"Garcia, Hicks and Hall",Manufacturing,34451120,9931167.04,15586326.76,21799982.01,15521260.48,5508169.17,1822342.57,6840308.44,5843,719,0,1,Low
CMP0436,Brown-Dickerson,Energy,40556351,3422146.06,5334967.08,4816088.35,17793462.71,14264827.79,596063.69,6393257.39,3003,725,0,0,Low
CMP0437,Salas LLC,Retail,23486064,6189185.01,9920472.31,13956537.55,4352520.05,7012203.65,627509.07,2310859.62,3309,702,0,1,Low
CMP0438,Baxter PLC,Retail,39228069,2663847.51,26955068.07,4735249.37,14142257.5,7086686.74,3188880.5,-899985.06,5060,444,0,1,High
CMP0439,Carter-Meyer,Finance,43683806,15224080.7,32035825.99,18386352.92,17675460.85,2793396.64,3780608.92,-1774647.04,1975,611,0,0,Medium
CMP0440,Morgan Ltd,Technology,41691866,8261843.16,39566047.9,27108213.29,19266993.83,11773603.56,4316910.9,869844.43,7717,794,0,0,Low
CMP0441,Brown-Hensley,Healthcare,79724845,26737509.26,50132473.07,63778646.09,24279066.51,11411018.94,1129889.33,16577797.26,5317,772,1,1,Low
CMP0442,Smith-Blackwell,Technology,36546815,4308090.6,8961776.77,6000235.21,12369573.42,12497629.28,1004881.45,-209132.86,299,704,0,1,Low
CMP0443,Pacheco-Alexander,Technology,31980226,2252603.15,24834006.06,13447358.52,7690200.53,12059458.21,816787.55,1756395.09,6740,631,0,1,Medium
CMP0444,Boyd PLC,Healthcare,9316593,2363690.65,9297431.16,642118.54,1707966.21,3420682.36,624936.04,-252848.6,9294,465,1,0,High
CMP0445,"Miller, Garcia and Matthews",Retail,78644779,26919576.68,49761288.69,24607985.55,28432565.01,14476584.12,4036965.35,16007482.53,4844,578,0,0,Medium
CMP0446,Taylor-Johnson,Technology,91612373,28181739.1,52657920.25,33189074.53,13910256.99,19961282.76,5232352.47,-4025531.97,6939,667,0,1,Medium
CMP0447,Bailey Group,Healthcare,74075263,9049285.29,74694824.89,23707802.87,29024369.59,26896275.37,4912696.72,-3518729.01,5585,476,1,1,High
CMP0448,Coleman LLC,Healthcare,42958477,14442390.46,44240058.81,10154964.81,20696076.3,4017576.66,4802271.31,5281053.71,3165,333,0,0,High
CMP0449,Johnson-Johnson,Technology,18796741,4520024.14,9554226.93,2804496.42,4123376.86,7479802.81,416669.42,743284.08,2199,517,1,0,High
CMP0450,"Richardson, Stewart and Jones",Retail,48904340,14539549.28,30788978.13,31238107.66,17653419.16,17552345.46,1236521.4,-653067.29,8013,822,0,1,Low
CMP0451,White-Young,Retail,48378249,6222903.9,21621874.06,4982322.22,22182809.41,12882806.67,758142.03,6634655.79,6780,481,0,0,High
CMP0452,Stevens-Gardner,Manufacturing,99509187,25926621.45,50519158.61,27071175.36,28444143.56,32229548.6,5824656.71,22214497.42,9346,571,0,0,Medium
CMP0453,"Lee, Graham and Reed",Manufacturing,75828254,19963537.18,25250380.15,4850319.16,20440619.15,26570608.89,2773324.92,1494365.99,4748,392,0,0,High
CMP0454,"Rhodes, Caldwell and Thomas",Technology,9789256,1330146.78,4581331.33,6527757.43,4459421.45,1075635.53,326935.1,-347843.01,9308,711,0,0,Low
CMP0455,Santana Group,Technology,5585195,1760644.04,3626615.22,914543.49,730661.14,452831.75,408239.79,761453.17,5326,334,1,0,High
CMP0456,Berry-Lopez,Manufacturing,79539335,26020495.74,54373031.95,47933788.43,27607009.56,22162741.27,6092172.4,667620.8,6964,812,0,1,Low
CMP0457,Hernandez-Maldonado,Retail,79410564,7625903.63,20969822.62,33301576.17,28701613.87,5968276.61,1396454.94,3751066.86,3476,771,0,1,Low
CMP0458,Bush Ltd,Retail,57523498,18733292.16,39381581.69,31014074.61,27637156.13,9020157.19,2869916.65,14289054.05,7265,767,0,0,Low
CMP0459,"Guzman, Gonzales and Stein",Energy,78081271,12318527.58,58289460.07,49387477.29,11321089.98,17208839.59,6865698.26,688898.8,7795,735,1,0,Low
CMP0460,"Rodriguez, Baker and Vaughn",Technology,40790299,5586769.98,37694415.36,15105154.53,7814351.57,6735061.51,2334954.97,5539394.33,2489,688,0,1,Medium
CMP0461,Carrillo-Moon,Healthcare,94048803,22200029.18,28851703.47,37709801.67,44605971.93,24702370.5,2052239.09,10390017.68,1833,780,0,0,Low
CMP0462,"Thompson, Fox and Wright",Technology,70765475,14480463.27,27842495.41,5533999.04,17816251.21,11614126.4,2002823.82,815500.85,3011,304,0,0,High
CMP0463,Cisneros Inc,Healthcare,90095668,17760667.61,98298654.36,42327199.5,11180566.71,6363452.25,6660939.35,-302499.44,3947,553,0,1,Medium
CMP0464,Walker LLC,Energy,78707105,16223853.74,81665687.78,4952298.85,30330851.39,13737753.89,4764425.89,9758791.57,1626,494,0,0,High
CMP0465,Burke-Lewis,Retail,85706776,20532704.76,40817768.43,47238229.37,12322056.13,19289906.18,3985576.97,20769951.96,8386,747,1,0,Low
CMP0466,Reese-Wells,Retail,35400778,8551494.31,34841683.34,27523941.09,12323987.77,12261828.06,3191824.45,2330852.11,342,707,1,1,Low
CMP0467,"Lewis, Clark and Holland",Healthcare,13070371,1545080.48,8479170.39,6325842.97,4673433.52,3840966.14,380294.06,1179145.53,1707,713,1,0,Low
CMP0468,Parker-Lucas,Healthcare,31190915,2663871.42,25936207.43,2392683.81,5257324.98,2630185.98,3076498.91,1716884.55,2639,525,1,1,High
CMP0469,"Crosby, Miller and Robinson",Technology,85695211,13438532.29,45011981.21,6537326.16,27041287.77,27181025.75,1445940.04,14492162.89,3031,447,0,0,High
CMP0470,"Hernandez, Mcdonald and Stephens",Energy,67734594,15872853.62,37335927.21,39353876.41,7924813.07,3457112.28,1055371.33,-2490950.06,1802,728,0,1,Low
CMP0471,"Jones, Christian and Aguilar",Technology,73409613,15732163.05,14078882.66,54780317.95,31181814.42,13022889.91,835590.32,17026671.06,2314,847,1,0,Low
CMP0472,"Martinez, Woods and Howe",Technology,2782672,637333.14,1107439.3,835799.33,1282153.34,589051.68,125034.65,204.79,1078,713,1,0,Low
CMP0473,"Sawyer, Bennett and Taylor",Technology,88075729,14760542.74,16872876.63,22961967.09,26150887.62,32417714.93,1502329.14,18366646.88,5132,774,0,0,Low
CMP0474,Smith-Crawford,Finance,61921861,13021048.82,54457330.03,13061198.3,15826574.46,4158891.78,5239708.46,7673475.31,9913,453,1,0,High
CMP0475,"Stewart, Wood and Hodges",Manufacturing,87473628,26162146.28,82919824.46,66367610.65,25312670.28,11901473.99,8768389.4,-1657588.79,1723,736,0,1,Low
CMP0476,Jackson PLC,Finance,3683492,979180.16,3002848.07,777200.68,1386931.04,1467162.78,236535.65,466356.1,1149,414,0,1,High
CMP0477,"Burns, Turner and White",Healthcare,12142981,3463307.07,7793073.62,8692696.61,5129722.73,1905462.1,158145.06,2538056.79,3894,706,1,0,Low
CMP0478,"Smith, Garcia and Ramos",Retail,3145538,410728.03,2697324.28,1155257.05,1136938.73,1014079.47,264722.04,-73230.75,3296,579,1,1,Medium
CMP0479,Roman-Moore,Retail,93349278,11215423.62,13455521.84,12104130.63,38846278.54,30133316.63,1505069.8,18905898.54,8720,776,0,1,Low
CMP0480,Thomas Inc,Healthcare,4045699,986606.87,1683648.62,3088989.13,685001.61,428892.99,96386.51,-156968.05,54,770,1,0,Low
CMP0481,Stewart Inc,Manufacturing,16855546,1584579.95,2870044.29,4201332.99,3863170.91,4856669.75,226963.95,-650.24,2028,706,0,1,Low
CMP0482,"Hill, White and York",Healthcare,64403518,16465938.07,72913711.59,47617482.36,30356010.06,16982580.24,3538892.49,5820861.05,8502,557,1,0,Medium
CMP0483,"Roy, Edwards and George",Healthcare,63014080,9287771.63,60180264.89,20402131.05,9001431.56,23836722.36,2511539.49,4582402.73,2194,644,0,0,Medium
CMP0484,"Matthews, Perez and Anderson",Healthcare,15133188,4877310.44,4642813.02,1854863.81,3352299.51,4680935.45,115892.3,1542645.25,7048,585,1,1,Medium
CMP0485,"Rhodes, Mcclain and Jackson",Energy,7361375,1330420.8,7147673.89,5240141.58,2263504.75,1198757.39,153879.92,1485991.4,6408,808,0,1,Low
CMP0486,Mack LLC,Energy,26395897,5883635.29,10084570.01,10593931.78,12259250.76,9355088.22,1109238.48,2541060.07,1950,721,1,1,Low
CMP0487,White-Wilson,Technology,83077732,17318103.76,41983253.15,24368767.73,20759853.38,26725448.45,1075627.06,3467713.45,8796,588,1,0,Medium
CMP0488,Ruiz Group,Retail,5838944,548990.12,3788089.63,1700600.26,1492511.21,1507906.24,345961.61,604705.67,2573,691,1,0,Medium
CMP0489,Kelly-Miller,Energy,95633398,16096562.06,19542502.8,74640514.97,38314104.91,15038085.8,2167270.24,22762280.09,4533,779,0,0,Low
CMP0490,"Rose, Rhodes and Ellis",Technology,90189903,13825619.92,96952966.98,44102775.06,32793559.2,31064113.27,3891655.36,-1976680.76,2427,690,0,0,Medium
CMP0491,"Christian, Knapp and Craig",Technology,43328756,4296939.57,12193002.92,17115072.95,21106106.1,7346747.88,964814.81,2030997.53,6825,737,0,1,Low
CMP0492,"Brown, Singleton and Reynolds",Retail,77506747,21069942.82,64384988.38,32366135.97,17605152.27,18440520.23,7212538.86,13354579.41,4350,591,1,0,Medium
CMP0493,Shelton Inc,Retail,27598509,8371661.79,20102262.87,9825749.94,11536860.46,3353701.91,1611463.66,4187744.37,1868,580,1,0,Medium
CMP0494,Duffy-Barnes,Retail,17903672,1418957.97,11455007.53,7702941.44,2836179.64,2901724.83,834717.9,2297851.52,168,846,0,0,Low
CMP0495,"Mcbride, Davis and Moreno",Healthcare,30138386,1650950.44,27491690.17,5157842.81,4376520.42,4381903.47,589460.13,-722787.29,9901,447,0,1,High
CMP0496,Carroll LLC,Healthcare,36611200,5936145.69,31950720.51,19644842.29,4164989.7,3017461.37,717680.21,3411332.92,144,665,0,0,Medium
CMP0497,Terry-Norton,Finance,11474637,1914341.07,6912541.63,654777.85,4787457.11,2605570.2,603202.77,539366.23,7650,500,1,1,High
CMP0498,Wagner-Sanders,Healthcare,45957721,15260487.81,41286123.91,15411385.66,9148412.66,4162816.33,4626449.51,4259553.89,9377,681,1,1,Medium
CMP0499,Harvey-King,Manufacturing,40445105,13028473.67,42578621.47,7659264.89,9283576.52,8655466.2,2725345.1,1025781.06,6870,358,0,0,High
CMP0500,Estrada PLC,Manufacturing,63998404,12956662.52,65094619.29,43938895.44,23571950.05,17750297.15,6843815.39,9812203.29,3320,807,0,1,Low
CMP0501,"Gray, Tate and Wilson",Manufacturing,10834416,2058599.35,9741187.43,7411195.41,5141756.77,582381.65,306132.17,1861455.42,2584,773,0,0,Low
CMP0502,"Dixon, Taylor and Torres",Energy,47702608,7337533.3,33667000.63,22821087.83,8903183.05,2599969.12,1921110.89,4282617.57,9877,701,1,0,Low
CMP0503,Roman and Sons,Manufacturing,83811549,8039045.15,24372985.64,34828318.42,36294726.8,33328593.09,1367035.75,2230434.37,3992,799,1,0,Low
CMP0504,Evans-Molina,Technology,66238976,13595708.34,44241886.01,41243467.77,7246058.99,17981816.7,2326946.12,-1460861.45,1756,734,0,0,Low
CMP0505,Santiago-Barber,Technology,7153035,542204.09,3667646.89,2435545.88,1476828.93,1281374.61,293552.58,1268263.03,5847,600,1,1,Medium
CMP0506,"Shah, Hall and Woods",Energy,89268126,22516051.55,67295300.55,43056135.51,36873817.11,15864846.8,7139413.41,18437299.8,1582,647,0,0,Medium
CMP0507,"Lambert, Johnson and Murphy",Energy,24639339,4423976.81,16592929.44,14582743.97,9582338.27,8354587.63,1851982.8,2914549.4,3880,836,1,1,Low
CMP0508,Stevenson and Sons,Manufacturing,36063446,8512212.49,13721173.31,3430976.4,4345066.58,6223798.71,683689.0,4902316.55,9480,483,0,1,High
CMP0509,Ramirez-Walker,Retail,20159951,1339567.07,5132281.22,11913976.06,7611534.58,1973100.13,527610.25,4176011.37,2975,715,0,1,Low
CMP0510,"Jordan, Munoz and Ruiz",Finance,71946673,11357187.01,21648538.82,33141012.1,8706686.12,7886585.21,2508595.98,9283072.15,3923,714,0,1,Low
CMP0511,Burns LLC,Retail,48317951,5456551.71,6060337.96,8138551.15,21366251.65,17111237.05,356917.15,10235373.57,3694,724,0,1,Low
CMP0512,Davis Group,Energy,16283106,2491212.77,8525832.64,9798326.25,3614778.97,4747305.69,432781.87,1950213.97,6123,820,0,1,Low
CMP0513,Smith-Jackson,Manufacturing,18580769,5759335.28,6612144.5,8239498.04,7665000.87,2652151.14,210087.93,1351209.89,6883,723,0,0,Low
CMP0514,Fisher Ltd,Finance,61305814,9244147.71,11250056.01,36086276.34,7587307.47,18414833.13,393439.92,7087039.69,7959,767,0,0,Low
CMP0515,Brown-Andersen,Manufacturing,56770991,3909879.47,8411004.34,45126903.22,22938195.67,10130236.01,310586.35,4049101.89,7267,792,1,1,Low
CMP0516,"Pham, Murray and Price",Technology,73379181,19358835.8,54243648.6,19377039.16,31679538.71,22748708.66,2506685.49,5123064.62,517,689,0,1,Medium
CMP0517,Barrett-Ford,Manufacturing,94856033,31681254.77,71021400.83,71424063.35,23866615.05,20384749.84,2322819.84,20967645.55,6363,784,1,0,Low
CMP0518,"Allen, Hunter and Smith",Healthcare,95544645,33381417.04,47433895.41,70935645.86,45019154.87,22617640.27,1420665.37,13955991.8,2036,755,1,0,Low
CMP0519,Castaneda-Holmes,Healthcare,56460925,18068892.61,53865787.7,31141660.14,18397422.74,12861925.99,3463706.18,13357048.56,575,672,0,1,Medium
CMP0520,Craig-Blevins,Finance,93290057,26757237.07,80571672.97,64806723.57,18132453.43,23037639.67,2098527.62,9106889.18,2758,773,1,1,Low
CMP0521,Hernandez-Gutierrez,Healthcare,32841049,10326383.49,31371059.37,10523895.88,4991224.31,9312654.48,1906903.24,-652328.23,7007,672,0,1,Medium
CMP0522,Brown-Rodriguez,Finance,97730847,16702859.1,75322198.06,65346063.86,19636151.05,38989310.07,6456452.52,22358905.53,3615,731,0,0,Low
CMP0523,Greene-Bryant,Healthcare,3256155,645601.75,751079.31,1308400.34,1241276.85,258466.75,31025.06,-158734.93,1330,708,1,0,Low
CMP0524,"White, Ryan and Leonard",Manufacturing,38879516,4368009.18,16985458.34,26757575.96,11901861.95,8963856.6,1195936.44,-1396691.19,7269,756,1,0,Low
CMP0525,"Hanson, Delacruz and Ramos",Finance,23517974,8121863.82,18504739.39,2050712.22,7809139.6,6467644.88,547325.49,3267451.38,7400,502,0,1,High
CMP0526,"Miller, Hardy and Long",Retail,3409843,1076918.42,3599257.3,1754642.2,1533792.07,1106701.63,110661.89,-77537.97,7670,582,0,0,Medium
